,Men_log,Women_log,Hispanic_scale,White_scale,Black_scale,Native_scale,Asian_scale,Pacific_scale,Construction_log,Production_log,Drive_boxcox,Carpool_boxcox,Walk_boxcox,OtherTransp_boxcox,Income_log,IncomeErr_log,IncomePerCap_log,IncomePerCapErr_log,Poverty_log,ChildPoverty_log,TotalPop_log,MeanCommute_scale
Texas-Hunt,10.680860985223614,10.704075583356547,0.18652693308372806,-0.08411885075246366,-0.01859625106342845,-0.1549243082342631,-0.011041385982511266,-0.11258977713575608,2.5649493574615367,2.72785282839839,17168591023.652016,4.877999496816435,0.9245723099670654,0.7129159957715903,10.718785991936208,7.547501682814967,9.993693820422276,6.338594078203183,2.9391619220655967,3.2386784521643803,11.385682828033222,1.093157853945459
Texas-Hutchinson,9.302919553269277,9.295416544331301,0.57117446456553,-0.15825970267237394,-0.42484678897498385,-0.09976702349375643,-0.238946917159986,0.023498466999804964,2.9652730660692823,2.791165107812717,20359955966.46141,4.714697286478677,0.5641603756139424,0.5883840329178517,10.80675383328753,8.08394570229562,10.121618562026793,7.038783541388542,2.7788192719904172,3.077312260546414,9.992322266236618,-0.639110005161027
Texas-Irion,6.714170529909472,6.709304340258298,0.7323105926187173,-0.1626209292558978,-0.6069590990732673,-0.23766023534502304,-0.46685244833746076,-0.11258977713575608,2.624668592163159,2.8507065015037334,14505079936.892797,0.7512126944552656,1.2164431740179609,0.622799085152153,10.976782033219948,8.867990898182093,10.340548222234043,8.378390788535778,2.451005098112319,2.990719731730447,7.404887575616125,-0.06764019597125859
Texas-Jack,8.54110501146255,8.249313746260636,0.24890220845915545,0.13830370500726652,-0.2637474377341946,-0.19629227178964304,-0.46685244833746076,-0.11258977713575608,3.1135153092103742,2.928523523860541,17528182551.97128,4.851073588086901,0.9047609257072509,0.5513116879186498,10.82623737947102,8.882252884889363,10.067857268271947,7.599901959208498,2.8449093838194073,3.2846635654062037,9.098961783992793,0.753847654739034
Texas-Jackson,8.862200330487287,8.912742634737025,1.0285931506519972,-0.6423558534435517,-0.11665672573173494,-0.23766023534502304,-0.3908839379449692,-0.11258977713575608,2.995732273553991,2.9806186357439426,16013633265.695467,4.74221037222263,0.6031460500405398,0.2463115434874052,10.913742103732497,8.512381634419015,10.153740306328956,7.597897950521784,2.517696472610991,2.740840023925201,9.580937944755272,0.23595314016080648
Texas-Jasper,9.760078969240771,9.822277497110585,-0.23450617570040647,-0.0405065849172224,0.5347449988505866,-0.18250295060451638,-0.3149154275524776,-0.11258977713575608,2.8507065015037334,2.7536607123542622,13895525858.41487,5.710232091171531,0.6394741277673885,0.8882713986982212,10.616927436363836,8.109224953089955,9.909519324767848,6.821107472256465,2.833213344056216,3.186352633162641,10.484808917913817,1.1467331485569998
Texas-Jeff Davis,6.996681488176539,7.037905963447182,1.4288345009776557,-0.7121354787799378,-0.585946140215773,-0.11355634467888309,-0.04902564117875701,-0.11258977713575608,3.104586678466073,1.824549292051046,4441586203.722421,6.281248844026119,1.1773501549007173,0.3103780168858844,10.823072851359713,8.760609847570002,10.192156637730536,8.247220052745229,1.7404661748405046,0.7884573603642703,7.710653323501202,-0.424808826714864
Texas-Jefferson,11.769828691229426,11.72464399861497,0.39444451766848593,-1.4186541853108463,1.7254793341085932,-0.21008159297476972,0.8625964835311419,-0.11258977713575608,2.5494451709255714,2.747270914255491,25144684268.73686,3.8880235783936055,0.67343992738632,0.622799085152153,10.681435334788539,6.975413927455952,10.09220527683532,6.371611847231857,2.990719731730447,3.391147045808654,12.440638710830717,-0.6748268682353874
Texas-Jim Hogg,7.8826922062890254,7.858640655620791,4.204534255184173,-3.0017794351301044,-0.5229072636432902,-0.23766023534502304,-0.46685244833746076,-0.11258977713575608,2.954910279033736,3.0492730404820207,8018201199.531276,7.388552871482127,1.1561068090712134,0.0,10.477879349862967,8.631592731724734,9.74811946530243,7.634820677745543,2.8622008809294686,2.72785282839839,8.56388591940822,1.628910800060867
Texas-Jim Wells,9.925738161470948,9.95280138908905,3.559989742971424,-2.4609873387731125,-0.5719375009774434,-0.22387091415989635,-0.3149154275524776,0.023498466999804964,2.9014215940827497,2.501435951739211,19420752923.35261,4.877999496816435,0.7052943814338556,0.6548608232528105,10.66862976026722,8.342363500380579,9.989573501449257,7.470793774195062,3.104586678466073,3.4531571205928664,10.632508505332279,0.5931217709044119
Texas-Johnson,11.259451563848184,11.262410716859886,0.4412259742000564,-0.03614535833369852,-0.43185110859414855,-0.16871362941938972,-0.1629784067674944,0.43176319940648805,2.5649493574615367,2.8622008809294686,20913264771.2982,4.136473519545377,0.67343992738632,0.622799085152153,10.970523171102709,7.425357887027151,10.13895485353917,6.54534966033442,2.4932054526026954,2.8735646395797834,11.9540794154869,1.2003084431685407
Texas-Jones,9.445570584425539,8.89918494333876,0.8102796868380016,-0.8647784092032822,0.45069316342060955,-0.18250295060451638,-0.35289968274872335,-0.11258977713575608,2.6878474937846906,2.4932054526026954,13501028288.819899,5.989820403388233,0.8154794234404484,0.7876883935959887,10.689601259598334,8.544029845369797,9.616205400105674,8.909640602443098,2.9069010598473755,3.2771447329921766,9.902386947092095,-0.3355166690289626
Texas-Karnes,9.08239335764556,8.712759974960212,2.1045666508781187,-1.5800195689012388,0.016425347032395284,-0.22387091415989635,-0.3908839379449692,-0.11258977713575608,2.9496883350525844,2.5257286443082556,16126159358.048819,5.344557752748386,0.9435288461841634,0.5883840329178517,10.72551156001696,8.335671314792847,10.160761962566484,7.874358824729881,3.2347491740244907,3.7864597824528,9.607706101827697,0.0573688247890038
Texas-Kaufman,10.889080441396876,10.92775337907558,0.4048403968977238,-0.3196250862627667,0.0444426255090543,-0.16871362941938972,-0.1629784067674944,0.295674955270927,2.379546134130174,2.617395832834079,16932263892.249464,5.26903786231084,0.4273890922944439,0.7129159957715903,11.0085953661978,7.909856667269403,10.124388591297558,6.835184586147301,2.6390573296152584,2.8903717578961645,11.601751028660884,1.7539198208211293
Texas-Kendall,9.79540110267107,9.873543676163056,0.5607785853362921,-0.01433922541607789,-0.557928861739114,-0.23766023534502304,-0.20096266196374024,-0.11258977713575608,2.163323025660538,1.7227665977411035,11578374548.657358,5.141255647872872,0.9047609257072509,0.6548608232528105,11.201496998788446,8.678971846978863,10.494768106692502,7.597897950521784,2.0541237336955462,2.509599262378372,10.528382658579849,1.1110162854826393
Texas-Kent,6.0473721790462776,5.986452005284438,0.3580589403661532,0.26477927592946643,-0.5929504598349378,-0.18250295060451638,-0.46685244833746076,-0.11258977713575608,2.8791984572980396,2.2300144001592104,8877974955.088242,3.9824931926087057,1.6223244275737778,0.8099233562582846,10.758413388658699,9.075551045627543,10.23860172454777,8.406038142050075,2.2617630984737906,3.2108436531709366,6.710523109452428,-2.424953158879054
Texas-Kerr,10.093859947519794,10.16411954826133,0.7427064718479552,-0.21059442167466355,-0.4948899851666313,-0.19629227178964304,-0.1629784067674944,0.023498466999804964,2.4849066497880004,2.028148247292285,14197602562.197147,5.243675807358095,0.7634988231018599,0.622799085152153,10.687617380807945,7.933438387627489,10.175992533388062,7.2875606403097235,2.766319109226186,3.1570004211501135,10.822753853011813,-0.639110005161027
Texas-Kimble,7.713784616598755,7.717351272185329,0.6907270757017657,-0.027422905166650142,-0.6069590990732673,-0.21008159297476972,-0.46685244833746076,-0.11258977713575608,2.791165107812717,2.3702437414678603,9299697008.30134,6.833141253368389,0.790194514736272,0.905616121146672,10.599754860432316,8.723068501163928,10.194252368447813,8.621192781434722,3.0252910757955354,3.407841924380824,8.408716715080153,-0.9962786359046324
Texas-King,4.912654885736052,4.875197323201151,0.7115188341602415,-0.005616772249029514,-0.6069590990732673,-0.23766023534502304,-0.46685244833746076,-0.11258977713575608,3.6686767467964168,0.8754687373538999,26989425540.844555,0.0,1.4376570124871397,0.0,11.054850406589766,9.969041183275566,10.317879365460813,8.9085593751449,1.9600947840472698,2.3513752571634776,5.58724865840025,-2.085642959672629
Texas-Kinney,7.645875825184813,7.3031700512368,2.655548250027727,-1.6628828739881973,-0.5649331813582787,-0.23766023534502304,-0.46685244833746076,-0.11258977713575608,3.0204248861443626,0.26236426446749106,12739735426.109652,3.7594692559541856,0.17565699283503194,1.1506144236884943,10.552708968527668,8.89795568688403,9.758403975346978,7.745435610274381,2.8791984572980396,3.299533727885655,8.182279739259018,-0.960561772830272
Texas-Kleberg,9.717218213494077,9.643939319328119,3.1337586945726694,-2.3345117678509126,-0.3337906339258421,-0.22387091415989635,0.2928326555874551,-0.11258977713575608,2.8507065015037334,2.2925347571405443,9371565324.657526,6.170489083931045,1.3395092362579204,0.8099233562582846,10.551820404806232,8.003697339094368,9.83745458193169,7.1770187659099,3.261935314328648,3.4339872044851463,10.374397021385262,-0.9784202043674519
Texas-Knox,7.550661243105336,7.546446273746024,1.148145761788233,-0.6772456661117449,-0.13766968458922915,-0.22387091415989635,-0.42886819314121494,-0.11258977713575608,3.353406717825807,2.151762203259462,12926649972.95958,5.9439595044230265,0.979115999509283,0.905616121146672,10.60888439864999,8.909370405197466,9.909668411611209,7.322510433997394,2.803360380906535,3.1654750481410856,8.241703159729818,-1.1212876566648942
Texas-Lamar,10.088181293475138,10.146786610053903,-0.19812059839807383,-0.01433922541607789,0.2615765337031614,-0.19629227178964304,-0.1629784067674944,0.159586711135366,2.4595888418037104,2.8094026953624978,17287771690.23033,4.51859876689588,0.8622934989190693,0.9953779768656301,10.615162037709958,7.397561535524052,10.014313107625012,6.887552571664617,2.9231615807191558,3.3178157727231046,10.81106039379056,-0.7641190259212888
Texas-Lamb,8.848796450925947,8.821142236331891,2.2085254431704975,-1.5015174903978046,-0.29876903583001835,-0.19629227178964304,-0.3908839379449692,-0.11258977713575608,2.9806186357439426,2.772588722239781,14818033844.760788,4.63141976724662,1.1773501549007173,0.9380678219464796,10.592902778006396,8.054522609537294,9.945732534129874,7.107425474110705,3.1570004211501135,3.5553480614894135,9.528212115591021,-1.371305698185418
Texas-Lampasas,9.20109779060925,9.240966565517944,0.39964245728310477,-0.08848007733598753,-0.3407949535450069,-0.19629227178964304,-0.12499415157124862,0.023498466999804964,2.8154087194227095,2.4069451083182885,9663640393.10295,6.259225188106654,1.0119438613510559,1.032920953689458,10.812350768581487,7.8632667240095735,10.076263696486551,7.080867896690782,2.681021528714291,3.122364924487357,9.914378035367301,0.8609982439621159
Texas-La Salle,8.299285906897275,8.061486866871327,3.7523135087123247,-2.6223527223635053,-0.5439202225007845,-0.23766023534502304,-0.46685244833746076,-0.11258977713575608,3.1780538303479458,2.89591193827178,15901756157.164196,4.603409089199939,1.1668814266889176,0.967874466662271,10.526534105416584,8.862766742283796,10.004553861270931,8.875287128108384,2.747270914255491,3.367295829986474,8.880585523102495,-0.44266725825204384
Texas-Lavaca,9.15440473964588,9.219597393238859,0.33726718190767746,-0.03614535833369852,-0.13066536497006445,-0.23766023534502304,-0.3149154275524776,-0.11258977713575608,2.631888840136646,2.9856819377004897,15569989229.095577,5.115402122535601,0.790194514736272,0.5513116879186498,10.792961918250924,7.818027938530729,10.214202324098482,7.284134806195205,2.2192034840549946,2.3978952727983707,9.88067941321012,0.5752633393672313
Texas-Lee,9.035153304082828,9.020510699691906,0.6283518003263385,-0.49407414960373175,0.1985376571306787,-0.23766023534502304,-0.3149154275524776,-0.11258977713575608,2.580216829592325,2.7013612129514133,14505079936.892797,5.419249323637295,0.995851641462913,0.5513116879186498,10.894922861960078,8.182000136293405,10.126871075054945,7.486613313139955,2.6878474937846906,3.0492730404820207,9.721005982940808,0.36096216092106825
Texas-Leon,9.024974184996003,9.049114723476961,0.1553392953960144,0.059801626503832375,-0.0816351276359112,-0.18250295060451638,-0.3149154275524776,-0.11258977713575608,2.970414465569701,2.681021528714291,16126159358.048819,4.403634909389865,1.0423590013458175,0.622799085152153,10.815810422848898,8.20849175174038,10.223213201696582,8.110427237575024,2.631888840136646,3.0301337002713233,9.730264478727433,0.6109802024415917
Texas-Liberty,10.550171858685733,10.579030687147712,0.4672156722731511,-0.3588761255144835,0.13549878055819595,-0.21008159297476972,-0.20096266196374024,-0.11258977713575608,2.884800712846709,2.990719731730447,22648189371.529602,4.714697286478677,0.790194514736272,0.5883840329178517,10.794029614387506,7.829630389150193,9.961473401734782,6.8501261661455,2.8678989020441064,3.122364924487357,11.257852553861845,1.9503625677301124
Texas-Limestone,9.400216653174247,9.338117741918008,0.48800743073162683,-0.6598007597776484,0.6258011538997283,-0.21008159297476972,-0.238946917159986,0.023498466999804964,2.6390573296152584,2.8213788864092133,16013633265.695467,5.115402122535601,0.7634988231018599,0.7129159957715903,10.533535176152757,7.8343923029104365,9.924759687811667,7.0431599159883405,3.1441522786722644,3.730501128804756,10.06279633502101,-0.5855347105494861
Texas-Lipscomb,7.531552381407289,7.388327859577107,0.9714158148911888,-0.38504348501562863,-0.585946140215773,-0.11355634467888309,-0.1629784067674944,-0.11258977713575608,3.0204248861443626,3.091042453358316,13697104648.777271,5.0894469298741765,0.9616916936713608,1.2027185864290804,11.05287216657766,8.775549434486189,10.316821619022988,7.824845691026856,2.2192034840549946,2.379546134130174,8.155649270366002,-0.5676762790123056
Texas-Live Oak,8.76732914779405,8.603737792816423,1.3456674671437527,-0.8037212370339445,-0.3828208712599953,-0.19629227178964304,-0.011041385982511266,-0.11258977713575608,2.653241964607215,2.990719731730447,13211262458.39467,5.115402122535601,0.7352522999539252,0.7876883935959887,10.82774645405946,8.639764743804419,9.963217656743895,7.847371836159788,2.72785282839839,3.1654750481410856,9.382022193665792,1.8432119785070307
Texas-Llano,9.129021850798594,9.220686664030326,-0.08896386649107597,0.5351753241079624,-0.45286406745164276,-0.22387091415989635,-0.35289968274872335,-0.11258977713575608,2.302585092994046,2.2823823856765264,7955020778.903552,5.192662285166806,0.979115999509283,0.7876883935959887,10.784337617870264,8.330140460246382,10.498994340453384,8.180320874773685,2.7013612129514133,3.246490991901174,9.869051375215001,0.021651961714642756
Texas-Lubbock,11.87546915408578,11.898759131129166,1.1689375202467085,-0.8647784092032822,-0.13766968458922915,-0.19629227178964304,0.2928326555874551,0.023498466999804964,2.312535423847214,2.312535423847214,16467661241.15248,4.9581040401285685,0.8840266462048618,0.6848266081210523,10.738025782538024,6.6039438246004725,10.106836476522158,6.066108090103747,2.9652730660692823,3.152736022363656,12.580329124513899,-1.1391460882020747
Texas-Lynn,7.973155433444133,7.959275960116396,1.8862531870641228,-1.1395356839653024,-0.5229072636432902,-0.030820417568123145,-0.3908839379449692,0.023498466999804964,2.970414465569701,2.1972245773362196,13307274870.09389,5.419249323637295,1.1450107067300994,0.0,10.58471396220038,8.251403065380556,10.057966749824187,7.713784616598755,2.9601050959108397,3.462606009790799,8.659386957119413,-0.5676762790123056
Texas-McCulloch,8.315321775377567,8.339739766019143,1.0285931506519972,-0.4242945242673454,-0.4948899851666313,-0.23766023534502304,-0.46685244833746076,-0.11258977713575608,2.7343675094195836,2.580216829592325,15679937079.54911,4.851073588086901,1.345864955579198,0.0,10.610562292793487,8.0507033814703,10.00757726106051,7.59488438721652,2.9338568698359038,3.295836866004329,9.020752479190183,-1.2641551089623364
Texas-McLennan,11.675962260352316,11.726398406305739,0.7167167737748605,-0.7731926509492755,0.3876542868481268,-0.22387091415989635,0.10291137960622614,-0.11258977713575608,2.3513752571634776,2.624668592163159,17771346672.389027,4.904812296739002,0.8394763500390321,0.5112199906124424,10.6616497032138,7.075808863978387,10.008793066681399,6.2285110035911835,3.068052935133617,3.3945083935113587,12.394645455794189,-0.7641190259212888
Texas-McMullen,6.003887067106539,5.921578419643816,1.9278367039810747,-1.0915621915465368,-0.6069590990732673,-0.030820417568123145,-0.46685244833746076,-0.11258977713575608,2.379546134130174,2.322387720290225,11155651669.510292,3.3538592880500917,1.2164431740179609,0.967874466662271,10.741816742940571,9.635804166591036,10.22586086477784,9.081597496083457,2.468099531471619,2.424802725718295,6.656726524178391,-2.049926096598268
Texas-Madison,9.065083359319043,8.554488976159934,0.5555806457216731,-0.8255273699515651,0.6958443500913758,-0.21008159297476972,-0.35289968274872335,0.023498466999804964,2.9856819377004897,2.3978952727983707,11578374548.657358,5.115402122535601,1.4282089589545661,0.7876883935959887,10.581267255964951,8.145839612936841,9.673696958500125,7.60339933974067,3.005682604407159,3.4436180975461075,9.535173710058757,-0.21050764826870022
Texas-Marion,8.496990484098719,8.584477938221834,-0.369652605680499,-0.19314951534056682,0.9970300937154598,-0.21008159297476972,0.14089563480247197,-0.11258977713575608,2.667228206581955,2.856470206220483,14299491215.533749,4.286405019285206,1.1335763751441452,0.7876883935959887,10.43924966159215,8.02322468471667,10.032540180450741,7.671826797878781,3.1179499062782403,3.5751506887855933,9.234837843576571,0.9860072647223777
Texas-Martin,7.8724551500639794,7.873978379604501,1.797888213615601,-1.0566723788783436,-0.44585974783247806,-0.1549243082342631,-0.46685244833746076,0.159586711135366,3.173878458937465,2.533696813957432,10426855940.83976,5.85136959553163,1.1217858086574126,0.83100828002934,10.92741221390344,9.576302060306647,10.170839358514659,8.08886878916199,2.5877640352277083,2.8390784635086144,8.566364235422688,-0.9784202043674519
Texas-Mason,7.694392802629421,7.533693709848633,0.7063208945456226,-0.15825970267237394,-0.6069590990732673,-0.16871362941938972,0.7106594627461589,-0.11258977713575608,3.254242968705492,2.2082744135228043,9228284281.378656,5.9439595044230265,1.1668814266889176,0.7876883935959887,10.536194469284657,8.002694162283937,10.149761521239192,7.868254265520613,2.6602595372658615,3.0633909220278057,8.310414994188292,-0.5319594159379452
Texas-Matagorda,9.804716390436107,9.824390231177425,1.501605655582321,-1.27473370805455,0.08646854322404275,-0.18250295060451638,0.3308169107837009,0.159586711135366,2.8507065015037334,2.7788192719904172,16013633265.695467,5.468596395176263,0.9435288461841634,0.3679817498566914,10.616363828277068,8.251663923605589,9.984744906843062,7.003065458786462,3.077312260546414,3.5610460826040513,10.507748873087632,-0.03192333289689754
Texas-Maverick,10.235306120475993,10.263885557274984,4.3760662624665985,-3.1544223655534487,-0.5999547794541025,-0.11355634467888309,-0.2769311723562318,-0.11258977713575608,2.5649493574615367,2.766319109226186,12372595577.62963,6.237137926553043,0.9435288461841634,0.8099233562582846,10.426646803460935,7.81762544305337,9.632269206115012,6.61472560020376,3.2846635654062037,3.5524868292083815,10.942845113986923,-0.44266725825204384
Texas-Medina,10.105693432635459,10.039328775447542,2.068181073575786,-1.3227072004733154,-0.45286406745164276,-0.18250295060451638,-0.35289968274872335,-0.11258977713575608,2.580216829592325,2.4765384001174837,17528182551.97128,4.9581040401285685,0.8622934989190693,0.5513116879186498,10.956718859163896,7.901377353792616,10.078700570092789,7.226209010100671,2.7013612129514133,3.0492730404820207,10.766208717067526,1.2003084431685407
Texas-Menard,6.970730078143525,7.018401799069201,1.3404695275291336,-0.7252191585305103,-0.5229072636432902,-0.16871362941938972,-0.46685244833746076,-0.11258977713575608,3.0204248861443626,2.2300144001592104,9589926743.610867,6.303209425459347,1.1217858086574126,0.2463115434874052,10.447670579956116,8.887790764195326,9.99952474073307,8.662504922576291,2.7013612129514133,3.054001181677967,7.687997166393016,-1.0319954989789928
Texas-Midland,11.229315091888502,11.238278070788903,1.5743768101869862,-1.1220907776312055,-0.2007085611617119,-0.19629227178964304,0.10291137960622614,0.023498466999804964,2.797281334830153,2.468099531471619,21194538781.1875,4.461392126490072,0.6031460500405398,0.7641944631236741,11.13904622942125,7.964503363551548,10.478329686215535,7.123672785204607,2.174751721484161,2.3978952727983707,11.926953803738881,-0.6748268682353874
Texas-Milam,9.399885773859458,9.413852481341165,0.7271126530040983,-0.5115190559378279,-0.025600570682593173,-0.21008159297476972,-0.238946917159986,-0.11258977713575608,2.884800712846709,2.517696472610991,11155651669.510292,5.966925577009442,0.6394741277673885,0.9532788535456382,10.569494753143834,8.054522609537294,10.004689433045096,7.2115567333138015,2.856470206220483,3.2733640101522705,10.100040691576806,0.5574049078300508
Texas-Mills,7.715123603632105,7.87587915949631,0.26969396691763114,0.3432813544329006,-0.5929504598349378,-0.23766023534502304,-0.46685244833746076,-0.11258977713575608,2.714694743820879,2.4159137783010487,20497136637.454052,3.7594692559541856,1.1217858086574126,0.42014412825939745,10.690125076183412,8.476162841858246,10.034691238151472,7.92588031673756,2.681021528714291,3.0633909220278057,8.491875383431948,-1.0498539305161734
Texas-Mitchell,8.642062173462106,8.161660452056282,1.439230380206894,-1.1657030434664468,0.13549878055819595,-0.19629227178964304,-0.2769311723562318,-0.11258977713575608,2.9496883350525844,2.5572273113676265,15901756157.164196,5.638607078199166,0.47674541965716233,0.2463115434874052,10.817174898540168,7.949091499830517,9.839695419448349,7.524021415206125,2.4423470353692043,2.379546134130174,9.1235835080499,-0.19264921673152033
Texas-Montague,9.169205828617628,9.198369000194964,-0.03698447034488652,0.5002855114397695,-0.5999547794541025,-0.21008159297476972,-0.3908839379449692,-0.11258977713575608,2.797281334830153,2.8791984572980396,14923582045.251694,4.931513362209084,0.8622934989190693,0.5513116879186498,10.740128832734802,7.545918151209323,10.159911129085136,7.367708572374371,2.70805020110221,3.169685580677429,9.877040902521145,0.20023627708644542
Texas-Montgomery,12.42488282132011,12.443777662235297,0.5815703437947679,-0.27601282042752545,-0.3688122320216658,-0.19629227178964304,0.48275393156868407,-0.11258977713575608,2.33214389523559,2.4423470353692043,15901756157.164196,4.714697286478677,0.6031460500405398,0.6848266081210523,11.139511197027199,7.334981878871814,10.440419423386597,6.5638555265321274,2.4849066497880004,2.833213344056216,13.127522048550464,1.6824860946724085
Texas-Moore,9.351145248567203,9.284426915328881,2.161743986638927,-1.7631910854092523,-0.43185110859414855,-0.18250295060451638,2.7618092433434316,-0.11258977713575608,2.9338568698359038,3.3068867021909143,11072655772.021122,6.583186158777049,0.8154794234404484,0.83100828002934,10.815810422848898,8.222285073872717,9.877913301416697,6.726233402358747,3.0007198150650303,3.449987545831587,10.011489576337405,-1.2284382458879761
Texas-Morris,8.716535732544495,8.794370279222871,-0.11495356456417069,-0.4199332976838215,1.0040344133346246,-0.11355634467888309,-0.46685244833746076,-0.11258977713575608,1.8870696490323797,3.2228678461377385,24500246308.441654,3.4583003773954824,0.17565699283503194,0.3103780168858844,10.582865369010074,8.116715624819111,9.947504437952903,7.665753431861699,2.928523523860541,3.3214324131932926,9.449357272446683,0.14666098247490514
Texas-Motley,6.39024066706535,6.163314804034641,0.20731869154220386,0.32583644809880447,-0.5229072636432902,-0.19629227178964304,-0.46685244833746076,-0.11258977713575608,3.202746442938317,1.7404661748405046,17168591023.652016,4.4325833066344655,1.1773501549007173,0.0,10.363535538414585,8.434463543817241,9.919459322045826,7.942717540573791,2.8273136219290276,2.72785282839839,6.976348070447749,-1.1034292251277136
Texas-Nacogdoches,10.354849755031296,10.437697616534855,0.3892465780538669,-0.6554395331941243,0.6538184323763873,-0.18250295060451638,0.14089563480247197,-0.11258977713575608,2.424802725718295,2.714694743820879,14401982737.201426,4.9581040401285685,1.187527539804514,0.7876883935959887,10.585017513755883,7.60339933974067,9.957644243488083,6.805722553416985,3.202746442938317,3.459466289786131,11.090278592103282,-0.6569684366982069
Texas-Navarro,10.073947369564895,10.102379394048045,0.7375085322333362,-0.7426640648646068,0.32461541027564417,-0.21008159297476972,-0.20096266196374024,1.112204420084293,2.4423470353692043,3.039749158970765,16932263892.249464,5.010959488192185,0.7634988231018599,0.6848266081210523,10.633569180889136,7.557994958530806,9.937744041214218,6.539585955617669,3.0301337002713233,3.449987545831587,10.781411606465092,0.2895284347723468
Texas-Newton,8.902047345620277,8.83695515733143,-0.3956423037535937,-0.07103517100189141,0.8569437013321648,-0.18250295060451638,-0.238946917159986,-0.11258977713575608,2.833213344056216,2.928523523860541,20359955966.46141,4.659303591635055,0.09346727438989372,1.0558057437760875,10.549123750425021,8.446126742982377,9.924661787767535,7.447751280047908,2.5572273113676265,2.8390784635086144,9.56317796268366,2.2896727669365373
Texas-Nolan,8.938269147038548,8.915029272359911,1.2728963125390875,-0.7513865180316548,-0.31277767506834786,-0.21008159297476972,-0.3149154275524776,-0.11258977713575608,2.617395832834079,2.9601050959108397,16582813021.519367,4.904812296739002,1.0274338075002096,0.967874466662271,10.521426155498318,7.614805364711073,9.925444719888171,6.9930151229329605,3.054001181677967,3.414442608412176,9.619863900211849,-1.317730403573877
Texas-Nueces,12.062173406333496,12.094386610334446,2.650350310413108,-1.924556468999645,-0.3477992731641716,-0.21008159297476972,0.1788798899987177,0.023498466999804964,2.5877640352277083,2.501435951739211,15460678599.682755,4.9581040401285685,0.9047609257072509,0.8882713986982212,10.826495672157808,6.826545223556594,10.133646438744243,6.1903154058531475,2.8903717578961645,3.2733640101522705,12.771556894599962,-0.6212515736238465
Texas-Ochiltree,8.60135049942296,8.556990661290303,2.073379013190405,-1.2572888017204535,-0.5929504598349378,-0.1411349870491364,-0.3149154275524776,-0.11258977713575608,3.0726933146901194,2.8273136219290276,15790525076.984243,5.566249973369291,0.9245723099670654,0.5883840329178517,10.849667129269148,8.154212694914229,10.165659490817816,7.6783263565068856,2.617395832834079,2.766319109226186,9.272563715156315,-1.2105798143507955
Texas-Oldham,7.036148493750536,6.839476438228843,0.1761310538544902,-0.14081479633827718,-0.1796956023042177,-0.16871362941938972,-0.2769311723562318,-0.11258977713575608,2.4423470353692043,2.33214389523559,16126159358.048819,4.196914590058115,1.1668814266889176,0.5883840329178517,10.837480668523288,9.309914176872276,10.062711058084105,8.749256840105007,2.5726122302071057,2.8678989020441064,7.635786861395585,-1.0141370674418122
Texas-Orange,10.626969932892147,10.645067690617664,-0.22411029647116856,0.27786295568003866,-0.03260489030175802,-0.18250295060451638,-0.08700989637500284,-0.11258977713575608,2.7212954278522306,2.8094026953624978,24341285887.488945,3.9824931926087057,0.7052943814338556,0.7129159957715903,10.815027014984796,7.853604813097837,10.146002265529594,6.9363427358340495,2.740840023925201,3.005682604407159,11.329206932860474,-0.014064901359717654
Texas-Palo Pinto,9.53401680465134,9.55385915186536,0.4360280345854374,0.02927304041916337,-0.4388554282133133,-0.1549243082342631,-0.3149154275524776,-0.11258977713575608,2.785011242238338,3.0007198150650303,20223534098.97264,3.7594692559541856,0.8394763500390321,0.9380678219464796,10.584460932164365,7.566311014772463,10.043814552627406,7.179307969504034,2.9856819377004897,3.295836866004329,10.23713437285382,0.21809470862362595
Texas-Panola,9.353227859524731,9.422544303252007,-0.10975562494955177,-0.09720253050303591,0.5837752361847398,-0.23766023534502304,-0.2769311723562318,0.023498466999804964,3.104586678466073,2.766319109226186,24500246308.441654,4.166773725908501,0.5641603756139424,0.3103780168858844,10.822155456696034,7.825644732219989,10.153973860242045,7.344072850573066,2.70805020110221,3.126760535960395,10.081633737919603,0.46811275014414944
Texas-Parker,11.014094286052606,11.013600125374445,0.00979698618668391,0.39561607343519023,-0.48788566554746654,-0.1549243082342631,-0.238946917159986,-0.11258977713575608,2.501435951739211,2.3978952727983707,18517607472.058765,4.63141976724662,0.6031460500405398,0.622799085152153,11.116737193642273,7.876638460975463,10.371082032109841,6.794586580876499,2.2925347571405443,2.7013612129514133,11.706994416797817,1.5396186423749656
Texas-Parmer,8.546751993657782,8.487558386286548,2.6191626727253943,-1.689050233489342,-0.48788566554746654,-0.21008159297476972,-0.46685244833746076,-0.11258977713575608,2.8390784635086144,3.2771447329921766,9371565324.657526,6.237137926553043,1.09705687334689,0.7876883935959887,10.721636098258875,8.656259239539235,9.922358373286379,7.2254814727822945,2.8449093838194073,3.3178157727231046,9.21074029199751,-1.317730403573877
Texas-Pecos,9.105313134108476,8.825265953515752,2.946632868446388,-2.1251728918417547,-0.31277767506834786,-0.1411349870491364,-0.3908839379449692,0.023498466999804964,3.0106208860477417,2.8273136219290276,17168591023.652016,5.419249323637295,0.9245723099670654,0.46767368991005126,10.825859754726151,8.51057131510735,9.89202207442685,7.0967213784947605,2.4849066497880004,2.6026896854443837,9.668208158877395,-1.0141370674418122
